method_id,seed,step,mean_reward,max_reward,hard_filter_fraction,mean_kl,mean_entropy,archive_size
M1_joint_rl,1701,28,0.1427125632762909,0.26678773760795593,0.859375,0.10145609825849533,1.0110208988189697,1328
M1_joint_rl,1701,29,0.13962608575820923,0.286856472492218,0.859375,0.10085063427686691,1.0131781101226807,1381
M1_joint_rl,1701,30,0.13920406997203827,0.2759159505367279,0.828125,0.09699966758489609,1.0120903253555298,1434
M1_joint_rl,1701,31,0.15548160672187805,0.2617570459842682,0.90625,0.09717299044132233,0.9796285629272461,1490
M1_joint_rl,1701,32,0.14738363027572632,0.26000845432281494,0.890625,0.09807944297790527,0.9838774800300598,1545
M1_joint_rl,1701,33,0.15461952984333038,0.28694069385528564,0.9375,0.0981554463505745,0.9783580303192139,1602
M1_joint_rl,1701,34,0.1552910953760147,0.2713881731033325,0.859375,0.10871023684740067,0.9811780452728271,1657
M1_joint_rl,1701,35,0.15836602449417114,0.28342702984809875,0.890625,0.11810505390167236,1.0001462697982788,1711
M1_joint_rl,1701,36,0.14219191670417786,0.28991180658340454,0.796875,0.12171433120965958,0.9659977555274963,1760
M1_joint_rl,1701,37,0.16173645853996277,0.2773336172103882,0.875,0.13392215967178345,0.9695082306861877,1813
M1_joint_rl,1701,38,0.17015764117240906,0.29067263007164,0.890625,0.14101161062717438,0.9439828395843506,1865
M1_joint_rl,1701,39,0.17540307343006134,0.2940308451652527,0.875,0.13878165185451508,0.9691818952560425,1919
M1_joint_rl,1701,40,0.15581853687763214,0.2811572253704071,0.8125,0.150016188621521,0.977045476436615,1970
M1_joint_rl,1701,41,0.15665486454963684,0.2882186472415924,0.8125,0.16025644540786743,0.9445985555648804,2019
M1_joint_rl,1701,42,0.15719787776470184,0.27582693099975586,0.953125,0.18097037076950073,0.9387404322624207,2070
M1_joint_rl,1701,43,0.1613135188817978,0.28792139887809753,0.859375,0.17349186539649963,0.9428188800811768,2118
M1_joint_rl,1701,44,0.15968674421310425,0.2963060140609741,0.859375,0.18877199292182922,0.9252017736434937,2168
M1_joint_rl,1701,45,0.15606524050235748,0.2896059453487396,0.84375,0.19610720872879028,0.9397971034049988,2216
M1_joint_rl,1701,46,0.1575654000043869,0.2842213809490204,0.890625,0.19043636322021484,0.9051231145858765,2264
M1_joint_rl,1701,47,0.14968758821487427,0.2880488336086273,0.796875,0.18970535695552826,0.9480511546134949,2311
M1_joint_rl,1701,48,0.14864954352378845,0.2847343683242798,0.78125,0.19031089544296265,0.9425122737884521,2356
M1_joint_rl,1701,49,0.1737159937620163,0.28569504618644714,0.953125,0.1797478199005127,0.9176127314567566,2411
M1_joint_rl,1701,50,0.1733965426683426,0.2736307680606842,0.921875,0.16543518006801605,0.9314955472946167,2466
M1_joint_rl,1701,51,0.14543788135051727,0.27962344884872437,0.796875,0.17394882440567017,0.9287158250808716,2514
M1_joint_rl,1701,52,0.16575904190540314,0.2870903015136719,0.890625,0.15772658586502075,0.9068447947502136,2568
