method_id,seed,step,mean_reward,max_reward,hard_filter_fraction,mean_kl,mean_entropy,archive_size
A1_uv_only_rl,1702,55,0.2776721119880676,0.4940272867679596,0.953125,0.2557452917098999,0.7388603091239929,2740
A1_uv_only_rl,1702,56,0.2546062171459198,0.4977663457393646,0.890625,0.25910770893096924,0.769798755645752,2792
A1_uv_only_rl,1702,57,0.2972460687160492,0.5057114958763123,0.96875,0.25656843185424805,0.7427791357040405,2851
A1_uv_only_rl,1702,58,0.26010724902153015,0.4843980073928833,0.90625,0.248368039727211,0.7704206705093384,2906
A1_uv_only_rl,1702,59,0.29048651456832886,0.4919419586658478,0.9375,0.2579037845134735,0.7403591871261597,2962
A1_uv_only_rl,1702,60,0.2651323676109314,0.48627179861068726,0.9375,0.26178401708602905,0.7583759427070618,3017
M1_joint_rl,1703,1,0.05210787057876587,0.2636226713657379,0.375,0.0,1.1404865980148315,24
M1_joint_rl,1703,2,0.07602901756763458,0.25414028763771057,0.515625,0.003195510944351554,1.1425833702087402,57
M1_joint_rl,1703,3,0.08536504954099655,0.2699834108352661,0.625,0.009927300736308098,1.1819325685501099,97
M1_joint_rl,1703,4,0.081723652780056,0.23586878180503845,0.53125,0.02265770360827446,1.1512539386749268,131
M1_joint_rl,1703,5,0.10794751346111298,0.2691023349761963,0.703125,0.036700863391160965,1.1828616857528687,176
M1_joint_rl,1703,6,0.10006912797689438,0.284841388463974,0.625,0.04822477325797081,1.1639509201049805,216
M1_joint_rl,1703,7,0.09462524950504303,0.26754528284072876,0.59375,0.07906299084424973,1.1892417669296265,254
M1_joint_rl,1703,8,0.12398679554462433,0.28464052081108093,0.796875,0.08374486118555069,1.2053771018981934,304
M1_joint_rl,1703,9,0.11653211712837219,0.28310728073120117,0.6875,0.0854663997888565,1.1641141176223755,347
M1_joint_rl,1703,10,0.1274532675743103,0.2974662780761719,0.65625,0.09980830550193787,1.1144139766693115,389
M1_joint_rl,1703,11,0.12217850983142853,0.27019548416137695,0.703125,0.10019025951623917,1.1325137615203857,433
M1_joint_rl,1703,12,0.133073627948761,0.2885230779647827,0.78125,0.09657274931669235,1.1503993272781372,483
M1_joint_rl,1703,13,0.14450225234031677,0.2838553786277771,0.765625,0.09318912029266357,1.0678375959396362,531
M1_joint_rl,1703,14,0.1368342638015747,0.2731351852416992,0.78125,0.10834406316280365,1.112554907798767,579
M1_joint_rl,1703,15,0.15136100351810455,0.27766233682632446,0.84375,0.09596312791109085,1.0586676597595215,632
M1_joint_rl,1703,16,0.12743942439556122,0.27778756618499756,0.734375,0.09928756207227707,1.0442328453063965,676
M1_joint_rl,1703,17,0.1544315665960312,0.2673521637916565,0.859375,0.09818832576274872,1.0652395486831665,730
M1_joint_rl,1703,18,0.15900568664073944,0.2775845527648926,0.921875,0.10856691002845764,1.0001113414764404,785
M1_joint_rl,1703,19,0.16398033499717712,0.27600595355033875,0.890625,0.10912702232599258,0.9867554306983948,839
M1_joint_rl,1703,20,0.15262220799922943,0.28512051701545715,0.859375,0.11255376040935516,0.9693703055381775,892
M1_joint_rl,1703,21,0.15343177318572998,0.277849018573761,0.875,0.11105063557624817,0.9774095416069031,946
M1_joint_rl,1703,22,0.1423346996307373,0.2719356417655945,0.828125,0.10239464789628983,0.9606044888496399,999
M1_joint_rl,1703,23,0.15929023921489716,0.2706104815006256,0.90625,0.10723607987165451,0.9496722221374512,1056
M1_joint_rl,1703,24,0.14784666895866394,0.2731163501739502,0.859375,0.10982265323400497,0.9467802047729492,1110
M1_joint_rl,1703,25,0.1599402278661728,0.25867533683776855,0.90625,0.11363990604877472,0.9212783575057983,1168
M1_joint_rl,1703,26,0.1575395166873932,0.28569504618644714,0.90625,0.11914505809545517,0.9300404191017151,1225
M1_joint_rl,1703,27,0.1608811616897583,0.2940308451652527,0.9375,0.1258256435394287,0.9256998896598816,1280
M1_joint_rl,1703,28,0.15092763304710388,0.28776901960372925,0.875,0.13606977462768555,0.9119179844856262,1334
M1_joint_rl,1703,29,0.18353800475597382,0.29538360238075256,0.9375,0.14658772945404053,0.8706372976303101,1392
M1_joint_rl,1703,30,0.15427756309509277,0.2801412343978882,0.84375,0.15183596312999725,0.873104453086853,1444
M1_joint_rl,1703,31,0.1572146862745285,0.29316607117652893,0.8125,0.15273554623126984,0.8766623735427856,1495
M1_joint_rl,1703,32,0.16497182846069336,0.29067263007164,0.890625,0.15352341532707214,0.8547602295875549,1551
M1_joint_rl,1703,33,0.165632426738739,0.2837781310081482,0.90625,0.16167928278446198,0.8329821825027466,1607
M1_joint_rl,1703,34,0.16678541898727417,0.27293890714645386,0.921875,0.17092102766036987,0.8280242681503296,1662
M1_joint_rl,1703,35,0.16738131642341614,0.28241342306137085,0.921875,0.18082603812217712,0.8144903779029846,1720
M1_joint_rl,1703,36,0.16849388182163239,0.2773336172103882,0.875,0.1882798969745636,0.8190261721611023,1773
M1_joint_rl,1703,37,0.17444612085819244,0.2845798432826996,0.9375,0.18675243854522705,0.7943189740180969,1830
M1_joint_rl,1703,38,0.16404753923416138,0.29445815086364746,0.875,0.19364142417907715,0.7937242984771729,1886
M1_joint_rl,1703,39,0.15856009721755981,0.27354758977890015,0.875,0.19118355214595795,0.7807055711746216,1939
M1_joint_rl,1703,40,0.15460440516471863,0.26734206080436707,0.890625,0.2057165801525116,0.7579131126403809,1991
M1_joint_rl,1703,41,0.17543265223503113,0.27045586705207825,0.921875,0.21191895008087158,0.7688485980033875,2047
M1_joint_rl,1703,42,0.17109830677509308,0.2737155854701996,0.953125,0.22641099989414215,0.7614920735359192,2102
M1_joint_rl,1703,43,0.1657039076089859,0.2794010639190674,0.953125,0.23150543868541718,0.76805180311203,2155
M1_joint_rl,1703,44,0.1665254682302475,0.2819305658340454,0.921875,0.21031254529953003,0.8045289516448975,2208
M1_joint_rl,1703,45,0.184594064950943,0.27920013666152954,0.953125,0.22403568029403687,0.7752829194068909,2264
M1_joint_rl,1703,46,0.18508443236351013,0.28251099586486816,0.9375,0.22885942459106445,0.7595906257629395,2320
M1_joint_rl,1703,47,0.16398073732852936,0.28982624411582947,0.90625,0.2264700084924698,0.7949196696281433,2372
M1_joint_rl,1703,48,0.16144809126853943,0.28991010785102844,0.875,0.23087379336357117,0.8230619430541992,2422
M1_joint_rl,1703,49,0.17797130346298218,0.2762373983860016,0.9375,0.23927748203277588,0.7889693975448608,2475
M1_joint_rl,1703,50,0.16875825822353363,0.27339863777160645,0.90625,0.23037037253379822,0.7932883501052856,2527
M1_joint_rl,1703,51,0.18016895651817322,0.2951914668083191,0.96875,0.22178879380226135,0.8203850388526917,2580
M1_joint_rl,1703,52,0.17410916090011597,0.28427329659461975,0.875,0.21448801457881927,0.8190233707427979,2631
M1_joint_rl,1703,53,0.18608425557613373,0.2871370017528534,0.9375,0.20844729244709015,0.8266754150390625,2685
M1_joint_rl,1703,54,0.1813478022813797,0.2756142020225525,0.921875,0.20851601660251617,0.7881972789764404,2743
M1_joint_rl,1703,55,0.1806774139404297,0.27690649032592773,0.9375,0.19715842604637146,0.8070659637451172,2801
M1_joint_rl,1703,56,0.16665023565292358,0.27153775095939636,0.90625,0.201814204454422,0.8020557165145874,2855
M1_joint_rl,1703,57,0.1918543130159378,0.2861863672733307,0.96875,0.19919262826442719,0.803214430809021,2916
M1_joint_rl,1703,58,0.17062634229660034,0.28876927495002747,0.90625,0.20207060873508453,0.7972784638404846,2971
M1_joint_rl,1703,59,0.1725226491689682,0.2620273530483246,0.921875,0.2033338099718094,0.7843696475028992,3026
M1_joint_rl,1703,60,0.18737751245498657,0.2978011667728424,0.9375,0.1963840126991272,0.805013120174408,3086
A1_uv_only_rl,1703,1,0.06757469475269318,0.4397751986980438,0.375,0.0,1.1404865980148315,24
A1_uv_only_rl,1703,2,0.09883709251880646,0.41906729340553284,0.5,0.0033669336698949337,1.1405025720596313,56
A1_uv_only_rl,1703,3,0.09860606491565704,0.44730597734451294,0.578125,0.010866450145840645,1.1815760135650635,93
A1_uv_only_rl,1703,4,0.09812071174383163,0.4768866002559662,0.484375,0.024139080196619034,1.1429088115692139,124
A1_uv_only_rl,1703,5,0.1411716490983963,0.45979881286621094,0.6875,0.041081901639699936,1.1733397245407104,168
A1_uv_only_rl,1703,6,0.15052835643291473,0.48507872223854065,0.71875,0.060333218425512314,1.173632264137268,213
A1_uv_only_rl,1703,7,0.16048139333724976,0.4753642976284027,0.6875,0.07972009479999542,1.1777451038360596,257
A1_uv_only_rl,1703,8,0.12467578053474426,0.46986591815948486,0.5625,0.10817654430866241,1.211415410041809,293
A1_uv_only_rl,1703,9,0.15280891954898834,0.4509128928184509,0.640625,0.11924216151237488,1.1521390676498413,333
A1_uv_only_rl,1703,10,0.182738795876503,0.48033788800239563,0.71875,0.12209167331457138,1.1473277807235718,379
A1_uv_only_rl,1703,11,0.16027535498142242,0.47796085476875305,0.671875,0.12604068219661713,1.1650217771530151,422
A1_uv_only_rl,1703,12,0.18001507222652435,0.4987655282020569,0.734375,0.1368039846420288,1.1183664798736572,468
A1_uv_only_rl,1703,13,0.1629290133714676,0.47307732701301575,0.6875,0.13777701556682587,1.1484661102294922,512
A1_uv_only_rl,1703,14,0.18301986157894135,0.4707884192466736,0.71875,0.13727504014968872,1.0880664587020874,556
A1_uv_only_rl,1703,15,0.21266958117485046,0.49404335021972656,0.765625,0.13118304312229156,1.0828235149383545,605
A1_uv_only_rl,1703,16,0.20159804821014404,0.47554850578308105,0.75,0.11993967741727829,1.0795468091964722,653
A1_uv_only_rl,1703,17,0.20913435518741608,0.46995991468429565,0.8125,0.10933465510606766,1.0428012609481812,703
A1_uv_only_rl,1703,18,0.24035786092281342,0.4883285164833069,0.859375,0.10930605232715607,1.0553202629089355,756
A1_uv_only_rl,1703,19,0.2304181158542633,0.4875188171863556,0.828125,0.09130240231752396,1.0220327377319336,809
A1_uv_only_rl,1703,20,0.2027185559272766,0.47575026750564575,0.75,0.0945066586136818,1.0502365827560425,857
A1_uv_only_rl,1703,21,0.1978422999382019,0.4943845272064209,0.8125,0.08845485001802444,1.0140855312347412,907
A1_uv_only_rl,1703,22,0.20937056839466095,0.47343021631240845,0.859375,0.09224890172481537,1.0167163610458374,961
A1_uv_only_rl,1703,23,0.2291550189256668,0.4839271605014801,0.859375,0.08915778994560242,0.9935976266860962,1016
A1_uv_only_rl,1703,24,0.194463312625885,0.49409279227256775,0.78125,0.09850294142961502,0.9991083145141602,1066
A1_uv_only_rl,1703,25,0.22779597342014313,0.49503234028816223,0.875,0.0977625697851181,0.9906046390533447,1121
A1_uv_only_rl,1703,26,0.2328319102525711,0.4975106120109558,0.859375,0.1093275398015976,1.0043940544128418,1174
A1_uv_only_rl,1703,27,0.2546291649341583,0.500464141368866,0.875,0.12155507504940033,0.9862434267997742,1230
A1_uv_only_rl,1703,28,0.2249188870191574,0.48927661776542664,0.84375,0.13036206364631653,0.9751871824264526,1281
A1_uv_only_rl,1703,29,0.23721009492874146,0.4919240176677704,0.828125,0.13353395462036133,0.9809286594390869,1333
A1_uv_only_rl,1703,30,0.23578910529613495,0.5024802684783936,0.828125,0.1481778472661972,0.9687098860740662,1383
A1_uv_only_rl,1703,31,0.25916972756385803,0.49888795614242554,0.921875,0.16080917418003082,0.9809718132019043,1435
A1_uv_only_rl,1703,32,0.24320638179779053,0.4891596734523773,0.8125,0.16707341372966766,0.9292449355125427,1484
A1_uv_only_rl,1703,33,0.2613416016101837,0.4696391224861145,0.859375,0.1703806072473526,0.9526118040084839,1534
A1_uv_only_rl,1703,34,0.2655463218688965,0.496412992477417,0.84375,0.17256012558937073,0.9304274320602417,1582
A1_uv_only_rl,1703,35,0.2626403868198395,0.4935859441757202,0.859375,0.18009351193904877,0.9228747487068176,1632
A1_uv_only_rl,1703,36,0.2601274251937866,0.49412161111831665,0.890625,0.18129046261310577,0.8940393924713135,1682
A1_uv_only_rl,1703,37,0.26823118329048157,0.4897110164165497,0.859375,0.17411422729492188,0.8981619477272034,1732
A1_uv_only_rl,1703,38,0.2667025327682495,0.5006850957870483,0.921875,0.17846690118312836,0.8708809614181519,1785
A1_uv_only_rl,1703,39,0.24810972809791565,0.48528942465782166,0.90625,0.1783558875322342,0.8632038831710815,1839
A1_uv_only_rl,1703,40,0.2293187379837036,0.4665386378765106,0.890625,0.1725766360759735,0.8520881533622742,1890
A1_uv_only_rl,1703,41,0.25019267201423645,0.49572044610977173,0.9375,0.17555831372737885,0.8491699695587158,1940
A1_uv_only_rl,1703,42,0.245208278298378,0.4934847354888916,0.859375,0.1836070567369461,0.8342286348342896,1991
A1_uv_only_rl,1703,43,0.2764091491699219,0.48876044154167175,0.921875,0.18311068415641785,0.8395715951919556,2047
A1_uv_only_rl,1703,44,0.24241873621940613,0.5037102103233337,0.921875,0.1847514659166336,0.8204193711280823,2101
A1_uv_only_rl,1703,45,0.2414085865020752,0.48304763436317444,0.859375,0.17878492176532745,0.8643109798431396,2152
A1_uv_only_rl,1703,46,0.25830408930778503,0.47769710421562195,0.890625,0.17189453542232513,0.843461275100708,2208
A1_uv_only_rl,1703,47,0.2741856575012207,0.47246143221855164,0.953125,0.19095270335674286,0.8147271871566772,2263
A1_uv_only_rl,1703,48,0.2450273633003235,0.46946480870246887,0.9375,0.2001604288816452,0.8435057997703552,2313
A1_uv_only_rl,1703,49,0.24864760041236877,0.4909713566303253,0.890625,0.2089543342590332,0.8070623874664307,2363
A1_uv_only_rl,1703,50,0.2718896269798279,0.4949379563331604,0.921875,0.18913525342941284,0.8218174576759338,2417
A1_uv_only_rl,1703,51,0.23581567406654358,0.4681428372859955,0.875,0.18532781302928925,0.8542509078979492,2469
A1_uv_only_rl,1703,52,0.270747572183609,0.4661218523979187,0.953125,0.19696536660194397,0.8189265727996826,2526
A1_uv_only_rl,1703,53,0.2514477074146271,0.4945421516895294,0.90625,0.1965172290802002,0.801560640335083,2577
A1_uv_only_rl,1703,54,0.26056036353111267,0.4717339873313904,0.890625,0.18838021159172058,0.8307494521141052,2629
A1_uv_only_rl,1703,55,0.2760607898235321,0.5002321600914001,0.953125,0.19329199194908142,0.8237642645835876,2686
A1_uv_only_rl,1703,56,0.28244873881340027,0.5030055046081543,0.921875,0.19145137071609497,0.8322511911392212,2743
A1_uv_only_rl,1703,57,0.2554144263267517,0.4929037094116211,0.875,0.19336242973804474,0.8200675845146179,2798
A1_uv_only_rl,1703,58,0.2802344262599945,0.49654048681259155,0.921875,0.19532719254493713,0.8103041052818298,2853
A1_uv_only_rl,1703,59,0.2665693163871765,0.5000963807106018,0.875,0.20189343392848969,0.8327420353889465,2905
A1_uv_only_rl,1703,60,0.2833675444126129,0.4814089238643646,0.921875,0.20285914838314056,0.8317016959190369,2962
