method_id,seeds,validity_mean,uniqueness_mean,novelty_mean,evaluator_mean_JSR_raw_mean,evaluator_mean_JSR_raw_std,evaluator_mean_JSR_exported_mean,evaluator_conservative_JSR_raw_mean,internal_diversity_mean,mean_SA,AD_A_fraction_mean,AD_B_fraction_mean
A1_uv_only_rl,3,0.9997222222222222,0.9788807802798628,0.9928868936302221,0.065,0.012444320435890067,0.072859887096588,0.0,0.8603546831410082,3.0935198283328735,0.1670185561448626,0.9806688855672424
B0_prior_random,3,0.9991666666666666,0.9749707718466771,0.992871115827744,0.005833333333333334,0.0016666666666666666,0.011929706804289295,0.0,0.9027106889114002,4.4013529070021065,0.05579250092929289,0.701548394227267
M1_joint_rl,3,1.0,0.9816520657556559,0.9951745515286357,0.058055555555555555,0.014914881954065333,0.06402969280737945,0.0,0.8656567250299657,3.3128920025583466,0.1553874980100848,0.9686118614169068
